"Name","Position","Age","Height","Weight","Inf","Club","Division","Nationality","Home-Grown","Personality","Media Handling","Wage","Transfer Value","Asking Price","Preferred Foot","Starts","Minutes Played","Average Rating","Sub Appearances","Minutes/Game","index","Tackles Attempted","Tackles Attempted/90","Tackles Completed","Tackles Completed/90","Tackles Failed","Tackle Completion %","Tackles Failed/90","Key Tackles","Key Tackles/90","Tackle Quality","Interceptions","Interceptions/90","Blocks","Blocks/90","Shots Blocked","Shots Blocked/90","Headers Attempted","Headers Attempted/90","Headers Won","Headers Won/90","Headers Won %","Headers Lost","Headers Lost/90","Headers Lost %","Key Headers","Key Headers/90","Aerial Challenges Attempted/90","Duels Win %","Fouls Against","Fouls Made","Net Fouls","Fouls Won/90","Fouls Committed/90","Clearances","Clearances/90","Red Cards","Yellow Cards","Yellows/Tackle","Reds/Tackle","Yellows/90","Reds/90","Player of the Match","Mistakes Leading to Goal","Sprints/90","Attacking Actions/90","Creative Actions/90","Defensive Actions/90","Goalkeeping Actions/90","Excitement Factor/90","General Performance","Goalkeeping","Defensive Defender","Creative Defender","Attacking Defender","Creative Midfielder","Attacking Midfielder","Creative Winger","Attacking Winger","Creative Forward","Attacking Forward","Finisher","Aerial Threat","Reader","Assister"
"Philippe Sandler","D (C), DM",26,"188 cm","76 kg","-","N.E.C. Nijmegen","Eredivisie","NED (USA)","-","-","Scouting Required","$4,300 p/w","$450K - $4.6M","-","Right",16,1420,6.97,0,88.75,46,37,2.35,29,1.84,8,78,0.51,6,0.38,6.17,37,2.35,8,0.51,3,0.19,108,6.85,89,5.64,82.41,19,1.2,17.59,15,0.95,6.85,81.38,6,6,0,0.38,0.38,20,1.27,0,1,0.03,0,0.06,0,0,0,4.31,0.66,0.63,22.89,0,1.27,93,100,96,76,78,86,86,79,76,81,76,71,75,93,86
"Jannik Müller","D (C), DM",29,"187 cm","77 kg","-","Darmstadt 98","Bundesliga","GER","-","-","Scouting Required","$10,000 p/w","$1M - $2.2M","-","Right",14,1260,6.72,5,66.32,47,23,1.64,21,1.5,2,91,0.14,3,0.21,1.35,26,1.86,13,0.93,13,0.93,84,6,53,3.79,63.1,31,2.21,36.9,12,0.86,6,69.16,1,17,16,0.07,1.21,22,1.57,0,1,0.04,0,0.07,0,0,0,5.21,0.26,0.43,19.34,0,0.57,14,100,76,33,17,13,6,17,16,22,10,10,51,53,73
"Paul Jaeckel","D (C), DM",25,"186 cm","83 kg","-","Lyon","Ligue 1 Uber Eats","GER","-","-","Scouting Required","$16,500 p/w","$4.6M - $9.2M","-","Right",16,1267,7.03,1,74.53,48,24,1.7,21,1.49,3,88,0.21,3,0.21,6,34,2.42,9,0.64,6,0.43,76,5.4,56,3.98,73.68,20,1.42,26.32,12,0.85,5.4,77,5,4,-1,0.36,0.28,10,0.71,0,1,0.04,0,0.07,0,1,1,5.75,0.41,0.71,18.13,0,0.78,77,100,77,83,60,70,58,69,55,60,52,10,47,64,88
"Vitor Mendes","D (C), DM",24,"186 cm","75 kg","-","FOR","Campeonato Brasileiro Série A Assaí","BRA","-","-","Scouting Required","$4,700 p/w","$300K - $3.1M","-","Right",13,1311,6.86,5,72.83,49,34,2.33,29,1.99,5,85,0.34,3,0.21,2.27,30,2.06,8,0.55,4,0.27,110,7.55,89,6.11,80.91,21,1.44,19.09,14,0.96,7.55,81.94,7,15,8,0.48,1.03,19,1.3,0,2,0.06,0,0.14,0,0,0,6.52,0.52,0.21,21.62,0,1.51,51,100,77,18,48,47,49,33,42,39,55,82,82,78,0
"Néris","D (C), DM",31,"190 cm","88 kg","Wnt","CEC","Campeonato Brasileiro Série A Assaí","BRA","-","-","Scouting Required","$5,500 p/w","$500K","$500K","Right",34,2864,6.81,4,75.37,50,47,1.48,37,1.16,10,79,0.31,10,0.31,2.47,49,1.54,18,0.57,21,0.66,242,7.6,177,5.56,73.14,65,2.04,26.86,25,0.79,7.6,74.05,8,19,11,0.25,0.6,51,1.6,1,4,0.09,0.02,0.13,0.03,1,0,6.41,0.35,0.57,19.78,0,2.01,49,100,47,23,45,47,28,31,44,49,47,51,70,63,44
"Marquinhos","D (C), DM",29,"183 cm","75 kg","-","PSG","Ligue 1 Uber Eats","BRA (POR)","-","Model Citizen","Level-headed","$300,000 p/w","$193M - $213M","-","Right",18,1646,7.23,2,82.3,51,27,1.48,24,1.31,3,89,0.16,4,0.22,3.38,43,2.35,11,0.6,9,0.49,131,7.16,92,5.03,70.23,39,2.13,29.77,12,0.66,7.16,73.42,1,8,7,0.05,0.44,14,0.77,0,3,0.11,0,0.16,0,0,1,6.01,0.58,0.49,17.28,0,1.15,86,100,85,75,66,83,87,73,69,68,75,65,57,60,82
"Ryan Flamingo","D (C), DM",20,"186 cm","75 kg","-","FC Utrecht","Eredivisie","NED","-","-","Scouting Required","$11,500 p/w","$900K - $9.2M","-","Right",16,1355,6.83,0,84.69,52,52,3.45,39,2.59,13,75,0.86,1,0.07,3.25,22,1.46,5,0.33,3,0.2,80,5.31,44,2.92,55,36,2.39,45,8,0.53,5.31,62.88,4,16,12,0.27,1.06,23,1.53,1,2,0.04,0.02,0.13,0.07,0,0,8.97,1.41,0.93,15.66,0,2.72,80,100,8,72,82,90,91,78,89,84,91,85,22,13,75
"Tim Siersleben","D (C), DM",23,"187 cm","80 kg","-","FC Heidenheim","Bundesliga","GER","-","-","Scouting Required","$15,500 p/w","$350K - $3.4M","-","Left Only",18,1617,6.59,0,89.83,53,22,1.22,17,0.95,5,77,0.28,8,0.45,2.44,24,1.34,16,0.89,12,0.67,80,4.45,51,2.84,63.75,29,1.61,36.25,11,0.61,4.45,66.67,0,9,9,0,0.5,23,1.28,0,1,0.05,0,0.06,0,0,2,5.79,0.48,0.39,16.59,0,0.78,21,100,34,7,22,10,22,14,21,32,20,52,24,15,59
"Edgar","D (C), DM",26,"193 cm","78 kg","Inj","Almería","LaLiga EA Sports","ESP","-","-","Scouting Required","$12,500 p/w","$425K - $10M","-","Right Only",19,1600,6.89,0,84.21,54,78,4.39,60,3.38,18,77,1.01,2,0.11,2.52,29,1.63,14,0.79,5,0.28,112,6.3,69,3.88,61.61,43,2.42,38.39,12,0.67,6.3,67.89,3,31,28,0.17,1.74,32,1.8,0,5,0.06,0,0.28,0,2,0,9.79,1.1,0.62,18.99,0,2.14,82,100,51,38,76,84,85,70,85,87,89,99,40,34,28
"David Mištrafović","D (C), DM",22,"188 cm","78 kg","-","Varaždin","SuperSport HNL","SUI (CRO)","-","-","Scouting Required","$200 p/w","$110K - $350K","-","Left",18,1613,6.48,0,89.61,55,24,1.34,16,0.89,8,67,0.45,1,0.06,3,27,1.51,14,0.78,11,0.61,81,4.52,22,1.23,27.16,59,3.29,72.84,3,0.17,4.52,36.19,1,8,7,0.06,0.45,40,2.23,0,3,0.13,0,0.17,0,0,0,4.35,0.25,0.39,9.78,0,0.73,3,100,4,22,24,3,2,2,6,6,6,4,3,1,17
"Manu Silva","D (C), DM",22,"189 cm","83 kg","-","Vit. Guimarães","Liga Portugal Betclic","POR","-","-","Scouting Required","$1,900 p/w","$600K - $5.8M","-","Right",20,1836,6.72,2,83.45,56,36,1.76,29,1.42,7,81,0.34,8,0.39,1.89,35,1.72,9,0.44,6,0.29,120,5.88,78,3.82,65,42,2.06,35,20,0.98,5.88,68.59,5,19,14,0.25,0.93,18,0.88,0,2,0.06,0,0.1,0,0,0,7.3,0.5,0.29,20.02,0,1.03,28,100,30,22,37,24,43,18,33,27,41,71,56,57,0
"Enzo Cornelisse","D (C), DM",21,"178 cm","65 kg","-","Vitesse","Eredivisie","NED","-","-","Scouting Required","$2,600 p/w","$3M - $6.4M","-","Left",13,1224,7.01,1,87.43,57,19,1.4,15,1.1,4,79,0.29,7,0.51,19,29,2.13,6,0.44,4,0.29,64,4.71,45,3.31,70.31,19,1.4,29.69,8,0.59,4.71,72.29,1,1,0,0.07,0.07,18,1.32,0,0,0,0,0,0,0,0,3.31,0.28,0.07,17.1,0,0.44,23,100,65,42,12,53,69,55,46,55,50,60,26,46,48
"Jota","D (C), DM",23,"186 cm","75 kg","-","Vizela","Liga Portugal Betclic","POR","-","-","Scouting Required","$1,600 p/w","$55K - $550K","-","Right",15,1464,6.78,2,86.12,58,20,1.23,16,0.98,4,80,0.25,2,0.12,10,36,2.21,10,0.61,8,0.49,135,8.3,95,5.84,70.37,40,2.46,29.63,8,0.49,8.3,71.61,1,2,1,0.06,0.12,21,1.29,0,0,0,0,0,0,0,1,3.2,0.45,0.49,15.71,0,1.35,15,100,59,43,18,39,35,23,30,23,37,35,59,35,28
"Edu","D (C), DM",23,"188 cm","83 kg","-","GOI","Campeonato Brasileiro Série A Assaí","BRA","-","-","Scouting Required","$850 p/w","$60K - $600K","-","Right Only",19,2011,6.66,17,55.86,59,50,2.24,37,1.66,13,74,0.58,2,0.09,1.47,27,1.21,6,0.27,5,0.22,97,4.34,56,2.51,57.73,41,1.83,42.27,9,0.4,4.34,63.27,10,34,24,0.45,1.52,18,0.81,0,3,0.06,0,0.13,0,0,0,8.01,0.78,0.81,11.98,0,1.92,65,100,1,72,74,52,30,67,63,69,44,33,12,4,81
"Tomás Ribeiro","D (C), DM",24,"185 cm","79 kg","-","Vit. Guimarães","Liga Portugal Betclic","POR","-","-","Scouting Required","$4,000 p/w","$1.1M - $2.4M","-","Left Only",20,1875,6.81,3,81.52,60,44,2.11,31,1.49,13,70,0.62,13,0.62,4.89,55,2.64,16,0.77,10,0.48,118,5.66,76,3.65,64.41,42,2.02,35.59,15,0.72,5.66,66.05,3,9,6,0.14,0.43,37,1.78,0,2,0.05,0,0.1,0,1,0,7.01,0.69,0.62,21.93,0,1.63,48,100,90,63,54,50,50,43,59,45,56,41,38,95,60
"Robin Koch","D (C), DM",27,"192 cm","85 kg","Frt","Eintracht Frankfurt","Bundesliga","GER","-","-","Scouting Required","$62,000 p/w","$11M - $13.5M","-","Right",22,1936,7.1,1,84.17,61,40,1.86,29,1.35,11,73,0.51,2,0.09,3.08,37,1.72,17,0.79,11,0.51,158,7.35,109,5.07,68.99,49,2.28,31.01,18,0.84,7.35,69.7,4,13,9,0.19,0.6,18,0.84,0,2,0.05,0,0.09,0,1,0,5.53,0.72,0.46,18.26,0,1.72,91,100,34,57,85,88,89,78,68,73,80,92,68,42,48
"Fali","D (C), DM",30,"186 cm","84 kg","-","Cádiz","LaLiga EA Sports","ESP","-","-","Scouting Required","$10,250 p/w","$500K - $4.9M","-","Right",19,1691,6.76,0,89,62,19,1.01,12,0.64,7,63,0.37,3,0.16,1,27,1.44,10,0.53,7,0.37,136,7.24,95,5.06,69.85,41,2.18,30.15,11,0.59,7.24,69.03,0,19,19,0,1.01,15,0.8,0,4,0.21,0,0.21,0,0,1,5.96,0.66,0.59,14.27,0,1.17,64,100,6,71,64,75,85,64,64,49,71,40,52,7,84
"Niklas Stark","D (C), DM",28,"190 cm","88 kg","-","SV Werder","Bundesliga","GER","-","-","Scouting Required","$27,500 p/w","$375K - $3.7M","-","Right",18,1573,6.65,0,87.39,63,22,1.26,15,0.86,7,68,0.4,3,0.17,1.29,29,1.66,12,0.69,7,0.4,88,5.03,47,2.69,53.41,41,2.35,46.59,10,0.57,5.03,56.36,3,17,14,0.17,0.97,23,1.32,0,3,0.14,0,0.17,0,0,1,3.38,0.37,0.23,13.94,0,0.86,22,100,8,25,43,14,15,20,9,22,9,53,22,10,0
"Ivan Ćalušić","D (C), DM",24,"182 cm","80 kg","-","Istra 1961","SuperSport HNL","CRO","-","-","Scouting Required","$150 p/w","$0 - $85K","-","Right",13,1198,6.74,3,74.88,64,17,1.28,12,0.9,5,71,0.38,0,0,3.4,16,1.2,6,0.45,3,0.23,86,6.46,49,3.68,56.98,37,2.78,43.02,7,0.53,6.46,59.22,3,5,2,0.23,0.38,19,1.43,0,0,0,0,0,0,0,0,6.76,0.48,0.45,12.44,0,1.2,40,100,0,29,61,48,38,47,61,71,56,64,32,1,77
"Eric García","D (C), DM",22,"182 cm","79 kg","-","Girona","LaLiga EA Sports","ESP","Trained in nation (15-21)","-","Scouting Required","$62,000 p/w","$39M - $51M","-","Right",18,1620,6.93,0,90,65,24,1.33,20,1.11,4,83,0.22,8,0.44,3.43,37,2.06,10,0.56,8,0.44,105,5.83,66,3.67,62.86,39,2.17,37.14,15,0.83,5.83,66.67,2,7,5,0.11,0.39,22,1.22,0,1,0.04,0,0.06,0,0,0,4,0.51,0.44,19.43,0,1.11,29,100,80,63,48,42,49,26,31,26,40,66,46,70,17
"Naves","D (C), DM",21,"180 cm","77 kg","-","SEP","Campeonato Brasileiro Série A Assaí","BRA","-","Balanced","Media-friendly","$3,200 p/w","$475K - $7.4M","-","Right",8,1074,6.71,14,48.82,66,20,1.68,13,1.09,7,65,0.59,2,0.17,2.22,26,2.18,9,0.75,2,0.17,75,6.28,48,4.02,64,27,2.26,36,7,0.59,6.28,64.21,1,9,8,0.08,0.75,11,0.92,0,5,0.25,0,0.42,0,0,0,6.12,0.47,0.34,15.15,0,1.34,8,100,24,45,13,56,52,48,44,40,49,50,37,31,59
"Youssouf Ndayishimiye","D (C), DM",25,"187 cm","78 kg","Inj","Nice","Ligue 1 Uber Eats","BDI","-","-","Scouting Required","$22,500 p/w","$9.4M - $12M","-","Right",13,1152,6.85,1,82.29,67,21,1.64,18,1.41,3,86,0.23,3,0.23,1.5,28,2.19,8,0.62,7,0.55,85,6.64,59,4.61,69.41,26,2.03,30.59,7,0.55,6.64,72.64,0,14,14,0,1.09,12,0.94,0,4,0.19,0,0.31,0,0,0,6.8,0.36,0.16,16.92,0,0.78,5,100,75,23,4,8,25,7,10,3,14,35,44,45,0
"Chrislain Matsima","D (C), DM",21,"193 cm","79 kg","-","Clermont","Ligue 1 Uber Eats","FRA (CGO)","-","-","Scouting Required","$5,750 p/w","$900K - $8.8M","-","Right",15,1269,6.78,0,84.6,68,33,2.34,27,1.91,6,82,0.43,4,0.28,4.13,25,1.77,11,0.78,8,0.57,106,7.52,90,6.38,84.91,16,1.13,15.09,10,0.71,7.52,84.17,1,8,7,0.07,0.57,29,2.06,0,2,0.06,0,0.14,0,0,0,2.84,0.27,0.07,20.57,0,0.92,48,100,96,5,38,28,29,29,20,34,24,64,69,58,0
"Lucas Perrin","D (C), DM",25,"187 cm","79 kg","-","Strasbourg","Ligue 1 Uber Eats","FRA","-","-","Scouting Required","$16,000 p/w","$6.8M - $8.4M","-","Right",17,1530,6.89,0,90,69,31,1.82,22,1.29,9,71,0.53,3,0.18,5.17,22,1.29,10,0.59,9,0.53,93,5.47,66,3.88,70.97,27,1.59,29.03,16,0.94,5.47,70.97,2,6,4,0.12,0.35,22,1.29,0,1,0.03,0,0.06,0,1,0,3.41,0.29,0.06,17.41,0,0.71,10,100,29,29,0,52,68,40,21,13,41,39,52,24,58
"Damian van Bruggen","D (C), DM",27,"184 cm","81 kg","-","Almere City","Eredivisie","NED","-","-","Scouting Required","$1,300 p/w","$65K - $650K","-","Right",13,1187,6.7,1,84.79,70,25,1.9,21,1.59,4,84,0.3,6,0.45,8.33,15,1.14,9,0.68,9,0.68,66,5,37,2.81,56.06,29,2.2,43.94,10,0.76,5,63.74,0,3,3,0,0.23,23,1.74,0,0,0,0,0,0,0,2,3.26,0.08,0,19.15,0,0.15,35,100,90,19,10,17,37,23,10,5,12,15,34,29,0
"Bashir Humphreys","D (C), DM",20,"186 cm","74 kg","-","Swansea","Sky Bet Championship","ENG (UGA)","Trained in nation (15-21)","-","Scouting Required","$37,500 p/w","$22M - $35M","-","Left",22,1929,7,0,87.68,71,45,2.1,36,1.68,9,80,0.42,3,0.14,5,41,1.91,14,0.65,9,0.42,139,6.49,94,4.39,67.63,45,2.1,32.37,29,1.35,6.49,70.65,4,9,5,0.19,0.42,25,1.17,0,0,0,0,0,0,0,0,5.88,0.45,0.28,21.65,0,1.26,65,100,61,60,62,40,35,62,37,50,20,39,73,75,54
"Dario Marešić","D (C), DM",24,"183 cm","74 kg","-","Istra 1961","SuperSport HNL","AUT (CRO)","-","-","Scouting Required","$700 p/w","$425K - $1.3M","-","Right",17,1513,6.79,0,89,72,20,1.19,17,1.01,3,85,0.18,6,0.36,2.86,34,2.02,7,0.42,4,0.24,141,8.39,100,5.95,70.92,41,2.44,29.08,16,0.95,8.39,72.67,1,7,6,0.06,0.42,14,0.83,0,0,0,0,0,0,0,0,5.35,0.44,0.06,20.12,0,0.59,11,100,49,9,19,13,41,16,26,26,32,76,84,79,0
"Jeppe Tverskov","D (C), DM",30,"185 cm","84 kg","-","FC Nordsjælland","3F Superliga","DEN","-","-","Scouting Required","$9,000 p/w","$210K - $2.1M","-","Right Only",17,1414,6.75,0,83.18,73,41,2.61,27,1.72,14,66,0.89,1,0.06,2.93,30,1.91,8,0.51,3,0.19,87,5.54,45,2.86,51.72,42,2.67,48.28,4,0.25,5.54,56.25,2,14,12,0.13,0.89,32,2.04,0,1,0.02,0,0.06,0,0,0,9.17,1.11,0.57,14.12,0,3.31,33,100,11,48,50,67,62,55,65,62,67,71,11,9,48
"Warmed Omari","D (C), DM",23,"185 cm","73 kg","Wnt","Rennes","Ligue 1 Uber Eats","FRA (MAY)","-","-","Scouting Required","$21,500 p/w","$8M - $9.8M","-","Right",16,1479,6.84,7,64.3,74,33,2.01,24,1.46,9,73,0.55,3,0.18,2.36,39,2.37,7,0.43,3,0.18,125,7.61,83,5.05,66.4,42,2.56,33.6,14,0.85,7.61,67.72,3,14,11,0.18,0.85,16,0.97,0,1,0.03,0,0.06,0,0,0,5.48,0.66,0.55,18.75,0,1.83,59,100,25,65,70,63,62,52,68,64,69,75,68,67,17
"Mouctar Diakhaby","D (C), DM",27,"192 cm","78 kg","-","Valencia","LaLiga EA Sports","GUI (FRA)","-","-","Scouting Required","$16,500 p/w","$17M - $22M","-","Right",15,1350,6.79,0,90,75,17,1.13,11,0.73,6,65,0.4,4,0.27,1.89,23,1.53,4,0.27,4,0.27,103,6.87,81,5.4,78.64,22,1.47,21.36,13,0.87,6.87,76.67,0,9,9,0,0.6,17,1.13,0,2,0.12,0,0.13,0,0,0,4.13,0.31,0.2,17.96,0,0.67,8,100,3,6,20,4,7,5,7,7,8,21,69,30,64
"Melle Meulensteen","D (C), DM",24,"185 cm","79 kg","-","Vitesse","Eredivisie","NED (ENG)","Trained in nation (15-21)","-","Scouting Required","$2,700 p/w","$550K - $5.6M","-","Right",16,1398,6.84,1,82.24,76,32,2.06,28,1.8,4,88,0.26,5,0.32,1.33,17,1.09,6,0.39,2,0.13,64,4.12,26,1.67,40.63,38,2.45,59.38,1,0.06,4.12,56.25,4,24,20,0.26,1.55,20,1.29,0,3,0.09,0,0.19,0,0,1,9.91,0.97,0.97,12.62,0,2.38,97,100,37,74,98,93,92,83,86,91,91,75,1,1,84
"Nermin Zolotić","D (C), DM",30,"190 cm","78 kg","-","Casa Pia","Liga Portugal Betclic","BIH","-","-","Scouting Required","$2,300 p/w","$600K - $1.8M","-","Left",18,1650,6.64,0,91.67,77,57,3.11,42,2.29,15,74,0.82,9,0.49,2.38,37,2.02,9,0.49,6,0.33,154,8.4,100,5.45,64.94,54,2.95,35.06,14,0.76,8.4,67.3,0,24,24,0,1.31,13,0.71,0,2,0.04,0,0.11,0,0,1,7.8,0.4,0.11,21.64,0,0.76,25,100,58,12,15,12,37,10,23,9,34,45,70,87,0
"Dani Vivian","D (C), DM",24,"183 cm","83 kg","-","Athletic","LaLiga EA Sports","ESP (BAS)","-","-","Scouting Required","$62,000 p/w","$69M","-","Right",18,1555,7.09,0,86.39,78,23,1.33,19,1.1,4,83,0.23,3,0.17,1.53,38,2.2,9,0.52,8,0.46,91,5.27,61,3.53,67.03,30,1.74,32.97,4,0.23,5.27,70.18,7,15,8,0.41,0.87,12,0.69,0,1,0.04,0,0.06,0,0,0,7.23,1.1,0.64,12.42,0,2.49,81,100,38,82,82,93,93,92,85,89,86,96,13,15,44
"Rodrigo Guth","D (C), DM",23,"191 cm","80 kg","-","Fortuna Sittard","Eredivisie","BRA (GER)","-","-","Scouting Required","$3,700 p/w","$275K - $2.7M","-","Right Only",13,1205,6.63,2,80.33,79,22,1.64,19,1.42,3,86,0.22,4,0.3,2.2,21,1.57,6,0.45,4,0.3,83,6.2,43,3.21,51.81,40,2.99,48.19,8,0.6,6.2,59.05,2,10,8,0.15,0.75,11,0.82,0,2,0.09,0,0.15,0,0,0,6.8,0.42,0.97,15.31,0,1.42,23,100,26,52,49,34,22,13,29,22,36,24,32,11,28
"Robin Pröpper","D (C)",30,"190 cm","80 kg","-","FC Twente","Eredivisie","NED","-","-","Scouting Required","$2,700 p/w","$850K - $8.4M","-","Right",17,1575,6.69,1,87.5,80,15,0.86,10,0.57,5,67,0.29,3,0.17,1.5,19,1.09,4,0.23,4,0.23,132,7.54,80,4.57,60.61,52,2.97,39.39,18,1.03,7.54,61.22,0,10,10,0,0.57,30,1.71,0,1,0.07,0,0.06,0,0,1,3.26,0.11,0.29,17.69,0,0.74,4,100,1,4,10,6,3,5,7,12,8,12,74,16,17
"Filip Helander","D (C)",30,"192 cm","84 kg","-","OB","3F Superliga","SWE","-","-","Scouting Required","$4,100 p/w","$140K - $1.4M","-","Left Only",16,1440,6.92,0,90,81,36,2.25,25,1.56,11,69,0.69,7,0.44,3.6,25,1.56,7,0.44,6,0.38,113,7.06,79,4.94,69.91,34,2.12,30.09,15,0.94,7.06,69.8,1,10,9,0.06,0.63,29,1.81,0,2,0.06,0,0.13,0,0,1,5.31,0.34,0,21.45,0,0.56,21,100,65,19,13,11,35,18,16,6,16,30,70,62,0
"Amir Rrahmani","D (C)",29,"192 cm","83 kg","nEU","Napoli","Serie A TIM","KOS (ALB)","-","-","Scouting Required","$66,000 p/w","$46M - $57M","-","Right",19,1552,6.85,0,81.68,82,25,1.45,16,0.93,9,64,0.52,0,0,2.27,28,1.62,8,0.46,4,0.23,137,7.94,101,5.86,73.72,36,2.09,26.28,11,0.64,7.94,72.22,3,11,8,0.17,0.64,19,1.1,0,4,0.16,0,0.23,0,0,2,7.19,0.55,0.23,14.85,0,0.93,31,100,3,35,43,64,80,53,67,61,74,81,65,14,35
"Jon Mersinaj","D (C)",24,"185 cm","80 kg","-","NK Lokomotiva","SuperSport HNL","ALB","-","-","Scouting Required","$2,100 p/w","$40K - $375K","-","Right",21,1856,6.72,0,88.38,83,28,1.36,24,1.16,4,86,0.19,5,0.24,1.87,41,1.99,21,1.02,14,0.68,199,9.65,146,7.08,73.37,53,2.57,26.63,27,1.31,9.65,74.89,0,15,15,0,0.73,36,1.75,0,0,0,0,0,0,0,0,7.13,0.32,0.19,25.13,0,1.02,4,100,88,6,7,3,9,1,8,4,14,34,96,93,0
"Ozan Kabak","D (C)",23,"187 cm","86 kg","-","TSG Hoffenheim","Bundesliga","TUR","-","-","Scouting Required","$48,500 p/w","$17.5M - $28M","-","Right",16,1428,6.89,0,89.25,84,18,1.13,11,0.69,7,61,0.44,0,0,1.06,28,1.76,6,0.38,2,0.13,107,6.74,73,4.6,68.22,34,2.14,31.78,10,0.63,6.74,67.2,1,17,16,0.06,1.07,19,1.2,0,1,0.06,0,0.06,0,0,0,6.62,0.92,1.07,13.7,0,2.14,74,100,2,79,77,84,82,74,82,77,83,38,49,8,88
"Ivan Ordets","D (C)",31,"195 cm","88 kg","Wnt","VfL Bochum","Bundesliga","UKR","-","-","Scouting Required","$17,500 p/w","$1M - $2.2M","-","Right",13,1205,6.77,3,75.31,85,28,2.09,20,1.49,8,71,0.6,5,0.37,2.33,21,1.57,2,0.15,2,0.15,105,7.84,79,5.9,75.24,26,1.94,24.76,14,1.05,7.84,74.44,1,12,11,0.07,0.9,24,1.79,0,2,0.07,0,0.15,0,1,1,6.57,0.67,0.37,22.03,0,1.64,27,100,36,29,65,35,30,26,38,40,40,79,86,62,0
"Illia Zabarnyi","D (C)",21,"186 cm","81 kg","-","Bournemouth","Premier League","UKR","-","-","Scouting Required","$56,000 p/w","$71M - $93M","-","Right",19,1644,6.72,1,82.2,86,32,1.75,27,1.48,5,84,0.27,3,0.16,16,24,1.31,12,0.66,9,0.49,127,6.95,92,5.04,72.44,35,1.92,27.56,20,1.09,6.95,74.84,0,2,2,0,0.11,20,1.09,0,1,0.03,0,0.05,0,0,2,3.18,0.47,0.33,19.08,0,1.2,10,100,35,10,9,32,34,10,27,23,44,69,76,34,35
"Abakar Sylla","D (C)",21,"188 cm","78 kg","-","Strasbourg","Ligue 1 Uber Eats","CIV","-","-","Scouting Required","$27,500 p/w","$25M - $32M","-","Left",17,1530,6.86,0,90,87,26,1.53,21,1.24,5,81,0.29,5,0.29,1.63,37,2.18,9,0.53,9,0.53,70,4.12,53,3.12,75.71,17,1,24.29,7,0.41,4.12,77.08,0,16,16,0,0.94,32,1.88,0,1,0.04,0,0.06,0,1,1,4.59,0.38,0.29,15.34,0,0.82,69,100,73,55,68,43,51,47,41,54,39,57,16,25,53
"Benjamín Kuscevic","D (C)",27,"185 cm","82 kg","-","FOR","Campeonato Brasileiro Série A Assaí","CHI (CRO)","-","-","Scouting Required","$7,500 p/w","$110K - $9M","-","Right",53,4831,6.87,5,83.29,88,81,1.51,60,1.12,21,74,0.39,18,0.34,2.19,68,1.27,25,0.47,34,0.63,435,8.1,317,5.91,72.87,118,2.2,27.13,68,1.27,8.1,73.06,10,37,27,0.19,0.69,73,1.36,0,10,0.12,0,0.19,0,2,0,4.19,0.44,0.26,22.83,0,1.32,12,100,21,9,10,16,16,13,15,17,23,48,91,74,35
"Montassar Talbi","D (C)",25,"190 cm","81 kg","-","Lorient","Ligue 1 Uber Eats","TUN (FRA)","-","-","Scouting Required","$18,500 p/w","$5.2M - $6.8M","-","Right",17,1530,6.84,0,90,89,26,1.53,20,1.18,6,77,0.35,8,0.47,3.25,32,1.88,11,0.65,12,0.71,66,3.88,49,2.88,74.24,17,1,25.76,7,0.41,3.88,75,1,8,7,0.06,0.47,29,1.71,0,1,0.04,0,0.06,0,0,1,5.24,0.2,0.12,17.15,0,0.29,27,100,77,28,18,6,6,21,4,6,2,10,13,37,53
"Nayef Aguerd","D (C)",27,"188 cm","76 kg","-","West Ham","Premier League","MAR","-","-","Scouting Required","$81,000 p/w","$25M - $40M","-","Left Only",11,1059,6.84,10,50.43,90,32,2.72,23,1.95,9,72,0.76,2,0.17,5.33,29,2.46,9,0.76,5,0.42,88,7.48,75,6.37,85.23,13,1.1,14.77,15,1.27,7.48,81.67,1,6,5,0.08,0.51,10,0.85,0,0,0,0,0,0,0,1,5.86,0.75,0.25,24.05,0,1.53,59,100,76,26,45,62,77,43,49,37,66,88,91,98,0
"Jhon Lucumí","D (C)",25,"187 cm","84 kg","nEU","Juventus","Serie A TIM","COL","-","-","Scouting Required","$38,000 p/w","$8.8M - $14M","-","Left",16,1301,6.89,0,81.31,91,23,1.59,17,1.18,6,74,0.42,1,0.07,2.56,28,1.94,8,0.55,4,0.28,86,5.95,65,4.5,75.58,21,1.45,24.42,7,0.48,5.95,75.23,5,9,4,0.35,0.62,20,1.38,0,2,0.09,0,0.14,0,0,0,12.18,1.09,0.76,14.14,0,3.04,25,100,21,69,56,42,29,60,61,57,42,22,35,10,35
"Lautaro Giannetti","D (C)",30,"185 cm","80 kg","Inj","Udinese","Serie A TIM","ARG (ITA)","-","-","Scouting Required","$26,000 p/w","$375K - $3.7M","-","Right",16,1468,6.81,1,86.35,92,37,2.27,29,1.78,8,78,0.49,8,0.49,2.64,36,2.21,12,0.74,8,0.49,86,5.27,57,3.49,66.28,29,1.78,33.72,16,0.98,5.27,69.92,2,14,12,0.12,0.86,25,1.53,0,2,0.05,0,0.12,0,0,1,5.46,0.49,0.06,22.06,0,0.74,1,100,85,35,3,22,48,30,45,23,43,35,49,85,58
